date|stake|user|outcome|dice11|dice12|dice21|dice22
2021-06-10 13:08:00|10|Hive Mind|W|1|4|2|2
2021-06-10 13:08:00|10|Hive Mind|L|6|1|3|6
2021-06-10 13:08:00|20|Hive Mind|L|2|1|3|5
2021-06-10 13:08:00|40|Hive Mind|W|4|4|3|4
2021-06-10 13:08:00|10|Hive Mind|L|4|4|4|6
2021-06-10 13:08:00|20|Hive Mind|W|1|3|1|2
2021-06-10 13:09:00|10|Hive Mind|L|1|3|3|3
2021-06-10 13:09:00|20|Hive Mind|L|3|2|1|6
2021-06-10 13:09:00|40|Hive Mind|L|1|3|6|4
2021-06-10 13:09:00|80|Hive Mind|L|4|6|6|5
2021-06-10 13:09:00|160|Hive Mind|W|6|3|1|4
2021-06-10 13:09:00|10|Hive Mind|W|6|5|1|1
2021-06-10 13:10:00|10|Hive Mind|W|6|6|0|0
2021-06-10 13:10:00|10|Hive Mind|L|5|2|5|5
2021-06-10 13:10:00|20|Hive Mind|L|1|2|6|4
2021-06-10 13:10:00|40|Hive Mind|L|4|1|6|2
2021-06-10 13:10:00|80|Hive Mind|L|3|5|6|4
2021-06-10 13:10:00|160|Hive Mind|L|3|6|5|6
2021-06-10 13:11:00|240|Hive Mind|W|3|2|3|1
2021-06-10 13:11:00|10|Hive Mind|L|3|2|4|6
2021-06-10 13:11:00|20|Hive Mind|W|4|3|5|1
2021-06-10 13:11:00|10|Hive Mind|W|5|1|3|1
2021-06-10 13:11:00|10|Hive Mind|W|2|4|1|3
2021-06-10 13:11:00|10|Hive Mind|D|1|2|1|2
2021-06-10 13:12:00|10|Hive Mind|W|5|5|3|2
2021-06-10 13:12:00|10|Hive Mind|W|6|3|6|1
2021-06-10 13:12:00|10|Hive Mind|L|3|1|3|2
2021-06-10 13:12:00|20|Hive Mind|D|1|6|3|4
2021-06-10 13:12:00|20|Hive Mind|L|2|3|2|4
2021-06-10 13:12:00|40|Hive Mind|D|1|4|4|1
2021-06-10 13:13:00|40|Hive Mind|L|2|6|5|6
2021-06-10 13:13:00|80|Hive Mind|W|3|4|1|5
2021-06-10 13:13:00|10|Hive Mind|W|2|4|1|3
2021-06-10 13:13:00|10|Hive Mind|L|2|2|5|1
2021-06-10 13:13:00|20|Hive Mind|L|2|1|3|1
2021-06-10 13:14:00|40|Hive Mind|W|6|6|0|0
2021-06-10 13:14:00|10|Hive Mind|L|3|3|6|6
2021-06-10 13:14:00|20|Hive Mind|W|6|5|3|4
2021-06-10 13:14:00|240|Ascended|L|5|3|3|6
2021-06-10 13:14:00|10|Hive Mind|W|4|5|3|1
2021-06-10 13:14:00|10|Hive Mind|W|6|6|0|0
2021-06-10 13:14:00|10|Hive Mind|L|2|2|6|3
2021-06-10 13:14:00|20|Hive Mind|W|2|6|1|4
2021-06-10 13:15:00|40|Hive Mind|W|4|3|3|1
2021-06-10 13:15:00|10|Hive Mind|W|2|5|3|2
2021-06-10 13:15:00|10|Hive Mind|L|1|4|3|6
2021-06-10 13:15:00|20|Hive Mind|W|6|6|0|0
2021-06-10 13:15:00|10|Hive Mind|L|6|1|5|4
2021-06-10 13:16:00|20|Hive Mind|W|4|3|2|3
2021-06-10 13:16:00|10|Hive Mind|W|2|6|6|1
2021-06-10 13:16:00|10|Hive Mind|W|5|4|2|5
2021-06-10 13:16:00|10|Hive Mind|L|5|4|6|6
2021-06-10 13:16:00|20|Hive Mind|L|5|2|4|6
2021-06-10 13:16:00|40|Hive Mind|W|4|6|1|2
2021-06-10 13:17:00|10|Hive Mind|D|4|3|6|1
2021-06-10 13:17:00|10|Hive Mind|L|5|2|4|5
2021-06-10 13:17:00|20|Hive Mind|W|6|5|4|2
2021-06-10 13:17:00|10|Hive Mind|L|2|1|6|6
2021-06-10 13:17:00|20|Hive Mind|W|3|4|2|2
2021-06-10 13:17:00|10|Hive Mind|W|2|4|1|1
2021-06-10 13:18:00|10|Hive Mind|L|4|6|6|5
2021-06-10 13:18:00|20|Hive Mind|D|5|1|5|1
2021-06-10 13:18:00|20|Hive Mind|D|1|3|3|1
2021-06-10 13:18:00|20|Hive Mind|W|5|1|2|3
2021-06-10 13:18:00|10|Hive Mind|W|6|6|0|0
2021-06-10 13:18:00|10|Hive Mind|L|2|2|5|5
2021-06-10 13:18:00|20|Hive Mind|W|1|6|1|2
2021-06-10 13:19:00|10|Hive Mind|L|2|3|6|1
2021-06-10 13:19:00|20|Hive Mind|W|6|4|5|4
2021-06-10 13:19:00|10|Hive Mind|L|2|4|6|1
2021-06-10 13:19:00|20|Hive Mind|L|2|2|6|6
2021-06-10 13:19:00|40|Hive Mind|D|4|4|2|6
2021-06-10 13:19:00|40|Hive Mind|L|6|1|6|4
2021-06-10 13:20:00|80|Hive Mind|L|1|4|3|4
2021-06-10 13:20:00|160|Hive Mind|D|5|2|3|4
2021-06-10 13:20:00|10|Hive Mind|W|3|4|4|1
2021-06-10 13:20:00|160|Hive Mind|W|5|4|2|4
2021-06-10 13:20:00|10|Hive Mind|W|2|6|3|3
2021-06-10 13:20:00|10|Hive Mind|W|4|4|3|1
2021-06-10 13:21:00|10|Hive Mind|L|5|1|2|5
2021-06-10 13:21:00|20|Hive Mind|W|6|2|4|1
2021-06-10 13:21:00|10|Hive Mind|W|5|1|3|2
2021-06-10 13:21:00|10|Hive Mind|W|3|4|2|4
2021-06-10 13:21:00|10|Hive Mind|W|2|5|3|3
2021-06-10 13:21:00|10|Hive Mind|L|1|1|6|4
2021-06-10 13:22:00|20|Hive Mind|W|3|4|2|2
2021-06-10 13:22:00|40|Hive Mind|L|2|2|5|4
2021-06-10 13:22:00|80|Hive Mind|W|4|1|2|1
2021-06-10 13:22:00|10|Hive Mind|L|1|4|3|3
2021-06-10 13:22:00|20|Hive Mind|W|3|6|2|6
2021-06-10 13:22:00|10|Hive Mind|L|1|2|4|3
2021-06-10 13:23:00|20|Hive Mind|D|4|4|6|2
2021-06-10 13:23:00|20|Hive Mind|L|4|4|6|5
2021-06-10 13:23:00|40|Hive Mind|L|1|1|3|3
2021-06-10 13:23:00|80|Hive Mind|L|3|3|2|6
2021-06-10 13:23:00|160|Hive Mind|W|2|6|1|1
2021-06-10 13:23:00|10|Hive Mind|L|4|3|5|4
2021-06-10 13:24:00|20|Hive Mind|L|3|1|3|4
2021-06-10 13:24:00|40|Hive Mind|W|6|4|3|3
2021-06-10 13:24:00|10|Hive Mind|D|5|3|6|2
2021-06-10 13:24:00|10|Hive Mind|W|5|4|2|3
2021-06-10 13:25:00|10|Hive Mind|W|4|6|5|4
2021-06-10 13:25:00|10|Hive Mind|L|4|3|5|5
2021-06-10 13:25:00|20|Hive Mind|D|4|2|1|5
2021-06-10 13:25:00|240|oboforty|L|4|1|6|4
2021-06-10 13:25:00|20|Hive Mind|D|5|3|6|2
2021-06-10 13:25:00|240|oboforty|L|5|3|4|6
2021-06-10 13:25:00|240|oboforty|L|2|2|2|6
2021-06-10 13:26:00|20|Hive Mind|W|6|4|6|2
2021-06-10 13:26:00|10|Hive Mind|W|3|6|5|3
2021-06-10 13:26:00|240|oboforty|W|4|4|1|2
2021-06-10 13:26:00|10|Hive Mind|D|2|5|4|3
2021-06-10 13:26:00|240|oboforty|W|1|5|2|1
2021-06-10 13:26:00|10|Hive Mind|W|5|4|4|1
2021-06-10 13:26:00|240|oboforty|W|4|4|1|1
2021-06-10 13:26:00|240|oboforty|L|1|1|6|2
2021-06-10 13:26:00|10|Hive Mind|L|5|3|6|4
2021-06-10 13:27:00|240|oboforty|W|6|4|1|3
2021-06-10 13:27:00|20|Hive Mind|L|1|2|6|2
2021-06-10 13:27:00|40|Hive Mind|L|2|2|4|1
2021-06-10 13:27:00|80|Hive Mind|L|1|5|5|3
2021-06-10 13:27:00|160|Hive Mind|L|4|2|5|2
2021-06-10 13:27:00|240|Hive Mind|W|4|5|3|2
2021-06-10 13:27:00|240|Hive Mind|W|3|3|2|3
2021-06-10 13:28:00|240|Hive Mind|W|5|5|5|1
2021-06-10 13:28:00|10|Hive Mind|L|3|2|4|2
2021-06-10 13:28:00|20|Hive Mind|L|1|1|4|6
2021-06-10 13:28:00|40|Hive Mind|L|4|5|5|6
2021-06-10 13:28:00|80|Hive Mind|L|2|2|4|2
2021-06-10 13:28:00|160|Hive Mind|L|1|1|6|3
2021-06-10 13:29:00|240|Hive Mind|L|5|1|3|6
2021-06-10 13:29:00|240|Hive Mind|L|4|3|5|5
2021-06-10 13:29:00|240|Hive Mind|L|1|1|6|6
2021-06-10 13:29:00|240|Hive Mind|L|4|3|6|4
2021-06-10 13:29:00|10|Hive Mind|W|4|5|2|6
2021-06-10 13:29:00|20|Hive Mind|L|1|1|2|3
2021-06-10 13:30:00|40|Hive Mind|W|2|3|1|3
2021-06-10 13:30:00|80|Hive Mind|W|3|4|1|1
2021-06-10 13:30:00|10|Hive Mind|L|4|2|6|6
2021-06-10 13:30:00|20|Hive Mind|W|6|1|1|5
2021-06-10 13:30:00|240|Hive Mind|L|1|3|3|2
2021-06-10 13:30:00|240|Hive Mind|L|3|2|4|4
2021-06-10 13:31:00|10|Hive Mind|W|4|3|5|1
2021-06-10 13:31:00|240|Hive Mind|D|4|3|5|2
2021-06-10 13:31:00|240|Hive Mind|W|6|3|1|5
2021-06-10 13:31:00|10|Hive Mind|D|1|3|3|1
2021-06-10 13:32:00|50|Hive Mind|L|2|1|1|4
2021-06-10 13:32:00|100|Hive Mind|L|1|1|6|4
2021-06-10 13:32:00|200|Hive Mind|W|6|2|1|3
2021-06-10 13:32:00|50|Hive Mind|L|1|6|5|5
2021-06-10 13:32:00|100|Hive Mind|W|2|6|2|4
2021-06-10 13:32:00|50|Hive Mind|W|6|4|5|4
2021-06-10 13:33:00|50|Hive Mind|L|2|2|5|5
2021-06-10 13:33:00|100|Hive Mind|L|1|2|4|2
2021-06-10 13:33:00|200|Hive Mind|W|2|4|2|1
2021-06-10 13:33:00|50|Hive Mind|L|2|2|3|3
2021-06-10 13:33:00|100|Hive Mind|L|1|5|6|6
2021-06-10 13:33:00|200|Hive Mind|L|3|3|2|6
2021-06-10 13:34:00|50|Hive Mind|W|4|4|1|3
2021-06-10 13:34:00|50|Hive Mind|W|5|5|1|5
2021-06-10 13:34:00|50|Hive Mind|W|3|5|4|2
2021-06-10 13:34:00|50|Hive Mind|W|3|1|1|2
2021-06-10 13:34:00|50|Hive Mind|W|6|5|3|2
2021-06-10 13:34:00|50|Hive Mind|W|4|3|2|4
2021-06-10 13:35:00|50|Hive Mind|W|1|4|2|2
2021-06-10 13:35:00|50|Hive Mind|W|2|6|3|4
2021-06-10 13:35:00|50|Hive Mind|L|1|2|5|3
2021-06-10 13:35:00|100|Hive Mind|W|6|5|2|4
2021-06-10 13:35:00|50|Hive Mind|L|2|1|3|1
2021-06-10 13:35:00|100|Hive Mind|L|5|1|5|5
2021-06-10 13:36:00|200|Hive Mind|L|5|1|3|6
2021-06-10 13:36:00|50|Hive Mind|W|6|6|0|0
2021-06-10 13:36:00|50|Hive Mind|W|2|6|2|4
2021-06-10 13:36:00|50|Hive Mind|L|3|1|3|5
2021-06-10 13:36:00|100|Hive Mind|W|5|4|3|3
2021-06-10 13:36:00|50|Hive Mind|L|1|1|3|4
2021-06-10 13:36:00|100|Hive Mind|W|6|6|0|0
2021-06-10 13:37:00|50|Hive Mind|L|2|2|1|5
2021-06-10 13:37:00|100|Hive Mind|W|3|2|1|3
2021-06-10 13:37:00|50|Hive Mind|W|5|6|5|5
2021-06-10 13:37:00|50|Hive Mind|W|3|6|2|2
2021-06-10 13:37:00|50|Hive Mind|L|5|2|3|5
2021-06-10 13:37:00|100|Hive Mind|L|4|1|3|6
2021-06-10 13:38:00|200|Hive Mind|W|6|6|0|0
2021-06-10 13:38:00|100|Hive Mind|L|1|1|1|5
2021-06-10 13:38:00|200|Hive Mind|L|3|3|6|6
2021-06-10 13:38:00|200|Hive Mind|D|6|4|6|4
2021-06-10 13:38:00|50|Hive Mind|W|2|3|2|2
2021-06-10 13:38:00|50|Hive Mind|W|4|5|2|5
2021-06-10 13:38:00|50|Hive Mind|L|1|2|1|5
2021-06-10 13:39:00|100|Hive Mind|W|5|2|4|1
2021-06-10 13:39:00|50|Hive Mind|L|3|1|5|5
2021-06-10 13:39:00|100|Hive Mind|W|3|5|1|5
2021-06-10 13:39:00|50|Hive Mind|L|4|4|3|6
2021-06-10 13:39:00|100|Hive Mind|L|5|5|5|6
2021-06-10 13:39:00|200|Hive Mind|L|1|3|6|4
2021-06-10 13:40:00|200|Hive Mind|W|5|6|3|2
2021-06-10 13:40:00|50|Hive Mind|L|2|6|4|5
2021-06-10 13:40:00|100|Hive Mind|W|5|6|5|5
2021-06-10 13:40:00|50|Hive Mind|L|4|1|6|3
2021-06-10 13:40:00|100|Hive Mind|W|5|6|2|5
2021-06-10 13:41:00|50|Hive Mind|W|3|6|2|6
2021-06-10 13:41:00|50|Hive Mind|L|1|1|1|3
2021-06-10 13:41:00|100|Hive Mind|L|4|2|2|6
2021-06-10 13:41:00|200|Hive Mind|L|3|2|3|3
2021-06-10 13:41:00|200|Hive Mind|W|5|6|6|3
2021-06-10 13:41:00|200|Hive Mind|L|5|3|3|6
2021-06-10 13:41:00|200|Hive Mind|W|4|4|1|5
2021-06-10 13:42:00|50|Hive Mind|W|6|5|3|3
2021-06-10 13:42:00|50|Hive Mind|W|5|6|1|4
2021-06-10 13:42:00|50|Hive Mind|W|2|5|3|2
2021-06-10 13:42:00|50|Hive Mind|W|3|6|3|1
2021-06-10 13:42:00|50|Hive Mind|L|2|4|4|3
2021-06-10 13:42:00|100|Hive Mind|L|3|3|4|4
2021-06-10 13:43:00|200|Hive Mind|L|3|5|6|6
2021-06-10 13:43:00|200|Hive Mind|W|6|6|0|0
2021-06-10 13:43:00|50|Hive Mind|L|1|4|2|6
2021-06-10 13:43:00|100|Hive Mind|W|4|2|2|3
2021-06-10 13:43:00|50|Hive Mind|W|2|3|2|1
2021-06-10 13:43:00|50|Hive Mind|L|1|2|5|3
2021-06-10 13:43:00|100|Hive Mind|L|3|3|4|5
2021-06-10 13:44:00|200|Hive Mind|W|6|3|1|6
2021-06-10 13:44:00|50|Hive Mind|L|2|5|4|5
2021-06-10 13:44:00|100|Hive Mind|L|2|1|4|5
2021-06-10 13:44:00|200|Hive Mind|D|1|6|3|4
2021-06-10 13:44:00|200|Hive Mind|W|6|2|4|1
2021-06-10 13:52:00|20|Ascended|L|2|3|6|1
2021-06-10 13:52:00|240|WorldTeller|W|5|5|4|3
2021-06-10 13:52:00|20|Ascended|D|3|4|1|6
2021-06-10 13:53:00|20|Ascended|L|1|6|6|4
2021-06-10 13:53:00|240|WorldTeller|L|1|6|2|6
2021-06-10 13:53:00|20|Ascended|L|3|3|4|5
2021-06-10 13:53:00|240|WorldTeller|L|1|4|4|3
2021-06-10 13:53:00|20|Ascended|W|6|3|1|5
2021-06-10 13:53:00|240|WorldTeller|W|1|3|1|2
2021-06-10 13:53:00|20|Ascended|W|2|6|1|6
2021-06-10 13:53:00|240|WorldTeller|L|2|2|3|6
2021-06-10 13:53:00|20|Ascended|L|2|2|3|3
2021-06-10 13:53:00|240|WorldTeller|W|3|6|2|5
2021-06-10 13:54:00|240|WorldTeller|L|3|2|4|6
2021-06-10 13:54:00|240|WorldTeller|L|1|1|2|6
2021-06-10 13:54:00|240|WorldTeller|W|5|5|4|3
2021-06-10 13:54:00|240|WorldTeller|L|1|6|5|5
2021-06-10 13:54:00|240|WorldTeller|W|5|4|3|3
2021-06-10 13:54:00|240|WorldTeller|W|3|3|1|4
2021-06-10 14:26:00|20|Ascended|L|5|2|6|2
2021-06-10 14:26:00|20|Ascended|W|4|5|4|1
2021-06-10 14:26:00|20|Ascended|W|5|3|1|1
2021-06-10 14:26:00|20|Ascended|W|2|6|3|3
2021-06-10 14:26:00|20|Ascended|L|1|3|3|3
2021-06-10 14:28:00|20|Ascended|W|5|5|2|2
2021-06-10 14:29:00|20|Ascended|L|4|5|4|6
2021-06-10 14:29:00|20|Ascended|W|3|4|4|1
2021-06-10 14:29:00|20|Ascended|W|2|4|1|1
2021-06-10 14:49:00|140|WorldTeller|W|4|5|4|4
2021-06-10 15:43:00|240|TheEmeraldFalcon|D|3|4|2|5
2021-06-10 15:43:00|240|TheEmeraldFalcon|L|1|1|6|6
2021-06-10 15:44:00|240|TheEmeraldFalcon|L|1|1|3|1
2021-06-10 15:45:00|50|Ascended|L|3|6|5|5
2021-06-10 15:45:00|50|Ascended|W|1|4|1|1
2021-06-10 15:45:00|50|Ascended|L|3|2|4|4
2021-06-10 15:45:00|50|Ascended|L|1|3|3|2
2021-06-10 15:45:00|50|Ascended|W|5|5|6|3
2021-06-10 16:05:00|240|oboforty|W|4|6|2|1
2021-06-10 16:05:00|240|oboforty|W|5|4|3|4
2021-06-10 16:06:00|240|oboforty|L|1|2|6|2
2021-06-10 16:06:00|240|oboforty|D|6|1|1|6
2021-06-10 16:06:00|240|oboforty|L|1|5|3|6
2021-06-10 16:06:00|240|oboforty|W|3|5|3|3
2021-06-10 16:06:00|240|oboforty|L|3|2|2|5
2021-06-10 16:06:00|240|oboforty|L|3|3|6|4
2021-06-10 16:06:00|240|oboforty|L|4|2|5|4
2021-06-10 16:07:00|240|oboforty|W|4|2|2|1
2021-06-10 16:07:00|240|oboforty|D|3|4|5|2
2021-06-10 16:07:00|240|oboforty|L|2|2|6|2
2021-06-10 16:07:00|240|oboforty|W|4|2|2|1
2021-06-10 16:07:00|240|oboforty|L|1|2|3|6
2021-06-10 16:07:00|240|oboforty|L|5|2|2|6
2021-06-10 16:08:00|240|oboforty|D|4|2|5|1
2021-06-10 16:08:00|240|oboforty|L|5|2|3|5
2021-06-10 16:08:00|240|oboforty|W|5|1|4|1
2021-06-10 16:08:00|240|oboforty|W|4|4|5|2
2021-06-10 16:08:00|240|oboforty|W|4|5|1|6
2021-06-10 16:08:00|240|oboforty|L|6|1|3|6
2021-06-10 16:09:00|240|oboforty|W|4|3|2|2
2021-06-10 16:09:00|240|oboforty|W|3|5|4|2
2021-06-10 16:09:00|240|oboforty|W|6|6|0|0
2021-06-10 16:09:00|240|oboforty|L|1|3|3|5
2021-06-10 16:09:00|240|oboforty|W|3|2|2|1
2021-06-10 16:12:00|240|oboforty|W|4|4|6|1
2021-06-10 16:12:00|240|oboforty|W|5|6|5|2
2021-06-10 16:16:00|240|oboforty|W|4|2|2|1
2021-06-10 16:20:00|240|oboforty|W|5|6|3|5
2021-06-10 16:20:00|240|oboforty|L|6|4|6|6
2021-06-10 16:21:00|240|oboforty|W|6|6|0|0
2021-06-10 16:21:00|240|oboforty|W|2|6|5|2
2021-06-10 16:22:00|240|oboforty|D|6|2|6|2
2021-06-10 16:22:00|240|oboforty|W|6|6|0|0
2021-06-10 16:22:00|240|oboforty|D|3|4|2|5
2021-06-10 16:22:00|240|oboforty|L|4|2|2|6
2021-06-10 17:27:00|240|oboforty|L|2|1|2|4
2021-06-10 17:27:00|240|oboforty|L|1|3|6|1
2021-06-10 17:27:00|240|oboforty|L|4|1|5|6
2021-06-10 17:27:00|240|oboforty|W|4|3|5|1
2021-06-10 17:28:00|240|oboforty|D|2|2|1|3
2021-06-10 17:28:00|240|oboforty|W|5|6|4|5
2021-06-10 17:28:00|240|oboforty|L|2|2|1|6
2021-06-10 17:29:00|240|oboforty|W|4|6|6|3
2021-06-10 17:29:00|240|oboforty|W|5|3|4|1
2021-06-10 17:30:00|240|oboforty|L|4|4|6|6
2021-06-10 17:30:00|240|oboforty|W|1|4|2|1
2021-06-10 17:30:00|240|oboforty|W|5|6|2|3
2021-06-10 17:51:00|240|moonsheep|W|6|3|6|2
2021-06-10 17:51:00|240|moonsheep|L|2|1|2|6
2021-06-10 17:51:00|240|moonsheep|L|1|1|1|3
2021-06-10 17:51:00|240|moonsheep|W|4|2|3|1
2021-06-10 17:51:00|240|moonsheep|L|2|3|6|1
2021-06-10 17:52:00|240|moonsheep|L|3|1|6|4
2021-06-10 17:52:00|240|moonsheep|L|2|5|4|5
2021-06-10 17:52:00|240|WorldTeller|W|6|1|1|4
2021-06-10 17:52:00|240|WorldTeller|W|4|5|2|2
2021-06-10 17:52:00|240|moonsheep|W|6|5|5|4
2021-06-10 17:52:00|240|WorldTeller|W|6|6|0|0
2021-06-10 17:52:00|240|moonsheep|W|4|6|6|3
2021-06-10 17:52:00|240|moonsheep|D|3|5|3|5
2021-06-10 17:53:00|240|moonsheep|W|1|6|4|2
2021-06-10 17:53:00|240|moonsheep|W|6|2|1|1
2021-06-10 17:53:00|240|moonsheep|W|1|3|2|1
2021-06-10 17:53:00|240|WorldTeller|D|6|3|6|3
2021-06-10 17:53:00|240|WorldTeller|L|5|3|6|3
2021-06-10 17:53:00|240|moonsheep|W|4|6|3|3
2021-06-10 17:53:00|240|WorldTeller|D|4|3|5|2
2021-06-10 17:54:00|240|moonsheep|D|5|3|3|5
2021-06-10 17:54:00|240|WorldTeller|W|2|5|1|3
2021-06-10 17:54:00|240|moonsheep|W|5|5|1|6
2021-06-10 17:54:00|240|WorldTeller|L|5|2|3|6
2021-06-10 17:54:00|240|moonsheep|L|4|2|3|6
2021-06-10 17:54:00|240|WorldTeller|W|2|3|2|1
2021-06-10 17:54:00|240|WorldTeller|L|3|4|6|3
2021-06-10 17:54:00|240|moonsheep|L|2|2|5|5
2021-06-10 17:54:00|240|WorldTeller|W|2|5|2|1
2021-06-10 17:54:00|240|moonsheep|W|5|1|1|2
2021-06-10 17:54:00|240|WorldTeller|L|2|4|4|4
2021-06-10 17:55:00|240|moonsheep|W|4|4|3|2
2021-06-10 17:55:00|240|WorldTeller|L|2|4|5|6
2021-06-10 17:55:00|240|WorldTeller|W|1|6|1|3
2021-06-10 17:55:00|240|moonsheep|D|5|6|6|5
2021-06-10 17:55:00|240|WorldTeller|L|2|3|6|3
2021-06-10 17:55:00|240|WorldTeller|W|6|1|1|2
2021-06-10 17:55:00|240|moonsheep|W|3|4|1|1
2021-06-10 17:55:00|240|WorldTeller|W|4|6|3|3
2021-06-10 17:55:00|240|moonsheep|W|6|5|2|5
2021-06-10 17:55:00|240|WorldTeller|L|2|4|6|2
2021-06-10 17:56:00|240|moonsheep|W|6|2|4|1
2021-06-10 17:56:00|240|WorldTeller|W|5|3|3|3
2021-06-10 17:56:00|240|WorldTeller|L|5|3|6|5
2021-06-10 17:56:00|240|moonsheep|D|1|6|5|2
2021-06-10 17:56:00|240|WorldTeller|W|1|6|1|3
2021-06-10 17:56:00|240|moonsheep|L|1|6|6|3
2021-06-10 17:56:00|240|WorldTeller|D|3|2|4|1
2021-06-10 17:56:00|240|moonsheep|L|2|6|6|3
2021-06-10 17:56:00|240|WorldTeller|D|3|3|1|5
2021-06-10 17:56:00|240|moonsheep|W|5|5|2|3
2021-06-10 17:57:00|240|WorldTeller|W|1|6|1|2
2021-06-10 17:57:00|240|moonsheep|W|4|4|1|2
2021-06-10 17:57:00|240|WorldTeller|L|2|1|2|2
2021-06-10 17:57:00|240|WorldTeller|L|3|1|1|6
2021-06-10 17:57:00|240|WorldTeller|L|3|3|4|4
2021-06-10 17:57:00|240|moonsheep|D|6|1|4|3
2021-06-10 17:57:00|240|WorldTeller|L|4|2|2|5
2021-06-10 17:57:00|240|moonsheep|W|4|4|3|4
2021-06-10 17:57:00|240|WorldTeller|W|6|1|2|4
2021-06-10 17:58:00|240|WorldTeller|L|2|3|6|4
2021-06-10 17:58:00|240|moonsheep|L|1|1|4|6
2021-06-10 17:58:00|240|WorldTeller|W|1|5|1|1
2021-06-10 17:58:00|240|moonsheep|D|5|4|6|3
2021-06-10 17:58:00|240|WorldTeller|W|1|5|3|1
2021-06-10 17:58:00|240|moonsheep|L|3|5|4|5
2021-06-10 17:58:00|240|WorldTeller|W|6|4|4|3
2021-06-10 17:58:00|240|WorldTeller|L|2|5|4|4
2021-06-10 17:58:00|240|moonsheep|L|3|4|6|5
2021-06-10 17:58:00|240|WorldTeller|L|4|3|3|6
2021-06-10 17:59:00|240|WorldTeller|W|1|6|1|5
2021-06-10 17:59:00|240|WorldTeller|W|4|6|6|3
2021-06-10 17:59:00|240|moonsheep|L|4|6|5|6
2021-06-10 17:59:00|240|WorldTeller|W|3|6|2|2
2021-06-10 17:59:00|240|moonsheep|D|6|1|3|4
2021-06-10 17:59:00|240|WorldTeller|W|4|4|2|1
2021-06-10 17:59:00|240|moonsheep|L|5|1|4|6
2021-06-10 17:59:00|240|WorldTeller|D|4|6|5|5
2021-06-10 17:59:00|240|moonsheep|L|1|3|6|4
2021-06-10 17:59:00|240|WorldTeller|W|5|5|5|2
2021-06-10 18:00:00|240|moonsheep|D|6|2|5|3
2021-06-10 18:00:00|240|WorldTeller|L|2|3|4|2
2021-06-10 18:00:00|240|moonsheep|W|1|3|1|2
2021-06-10 18:00:00|240|WorldTeller|W|2|5|4|1
2021-06-10 18:00:00|240|moonsheep|L|4|2|6|3
2021-06-10 18:00:00|240|WorldTeller|L|1|4|2|4
2021-06-10 18:00:00|240|moonsheep|W|4|5|3|1
2021-06-10 18:00:00|240|WorldTeller|L|6|1|5|4
2021-06-10 18:00:00|240|moonsheep|L|2|1|5|3
2021-06-10 18:00:00|240|WorldTeller|L|4|1|5|6
2021-06-10 18:01:00|240|moonsheep|W|1|6|3|3
2021-06-10 18:01:00|240|WorldTeller|L|6|1|4|5
2021-06-10 18:01:00|240|WorldTeller|W|2|4|1|1
2021-06-10 18:01:00|240|moonsheep|D|5|1|2|4
2021-06-10 18:01:00|240|WorldTeller|W|5|2|2|3
2021-06-10 18:01:00|240|moonsheep|W|4|5|5|1
2021-06-10 18:01:00|240|WorldTeller|L|5|1|4|3
2021-06-10 18:01:00|240|moonsheep|L|3|6|4|6
2021-06-10 18:01:00|240|WorldTeller|W|4|6|3|6
2021-06-10 18:01:00|240|moonsheep|L|2|1|5|3
2021-06-10 18:02:00|240|WorldTeller|L|4|1|6|2
2021-06-10 18:02:00|240|WorldTeller|D|4|3|5|2
2021-06-10 18:02:00|240|moonsheep|W|5|6|1|3
2021-06-10 18:02:00|240|WorldTeller|D|5|5|5|5
2021-06-10 18:02:00|240|moonsheep|L|1|2|6|3
2021-06-10 18:02:00|240|WorldTeller|L|3|2|4|5
2021-06-10 18:02:00|240|WorldTeller|L|4|5|5|5
2021-06-10 18:02:00|240|WorldTeller|L|4|1|2|6
2021-06-10 18:02:00|240|moonsheep|L|2|1|3|2
2021-06-10 18:03:00|240|WorldTeller|L|4|3|5|5
2021-06-10 18:03:00|240|moonsheep|W|4|3|3|3
2021-06-10 18:03:00|240|WorldTeller|L|1|3|1|5
2021-06-10 18:03:00|240|moonsheep|W|3|4|1|3
2021-06-10 18:03:00|240|WorldTeller|D|4|4|6|2
2021-06-10 18:03:00|240|moonsheep|L|6|2|6|4
2021-06-10 18:03:00|240|WorldTeller|L|1|4|6|4
2021-06-10 18:03:00|240|WorldTeller|L|2|4|3|6
2021-06-10 18:03:00|240|moonsheep|W|5|6|4|3
2021-06-10 18:03:00|240|WorldTeller|L|1|6|3|5
2021-06-10 18:04:00|240|moonsheep|D|6|1|2|5
2021-06-10 18:04:00|240|WorldTeller|W|6|2|6|1
2021-06-10 18:04:00|240|moonsheep|L|4|4|4|5
2021-06-10 18:04:00|240|WorldTeller|L|3|1|1|5
2021-06-10 18:04:00|240|WorldTeller|L|5|2|5|6
2021-06-10 18:04:00|240|moonsheep|L|4|2|2|6
2021-06-10 18:04:00|240|WorldTeller|L|1|3|3|6
2021-06-10 18:04:00|240|WorldTeller|W|3|6|1|5
2021-06-10 18:04:00|240|moonsheep|W|4|3|1|3
2021-06-10 18:05:00|240|WorldTeller|L|1|1|2|1
2021-06-10 18:05:00|240|moonsheep|L|5|1|6|2
2021-06-10 18:05:00|240|WorldTeller|L|1|3|4|2
